Match Date,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds
N/A,Los Angeles Clippers,Portland Trail Blazers,123,111,-435,+334
N/A,San Antonio Spurs,Dallas Mavericks,119,126,+159,-189
N/A,Utah Jazz,Sacramento Kings,114,130,+104,-122
N/A,Chicago Bulls,Oklahoma City Thunder,104,124,-143,+121
N/A,Memphis Grizzlies,New Orleans Pelicans,104,111,-118,-101
N/A,Brooklyn Nets,Cleveland Cavaliers,113,114,+102,-122
N/A,Miami Heat,Detroit Pistons,103,102,-435,+337
N/A,Toronto Raptors,Minnesota Timberwolves,97,94,-114,-103
N/A,Charlotte Hornets,Atlanta Hawks,116,110,+149,-175
N/A,Indiana Pacers,Washington Wizards,143,120,-189,+158
N/A,New York Knicks,Boston Celtics,104,108,+146,-172
N/A,Orlando Magic,Houston Rockets,116,86,-179,+152
N/A,Golden State Warriors,Phoenix Suns,104,108,-147,+125
N/A,Denver Nuggets,Los Angeles Lakers,119,107,-189,+160
N/A,Golden State Warriors,San Antonio Spurs,117,122,-244,+183
N/A,Dallas Mavericks,Detroit Pistons,114,104,-213,+164
N/A,Houston Rockets,Miami Heat,110,104,-169,+133
N/A,Milwaukee Bucks,Memphis Grizzlies,124,116,-233,+175
N/A,Toronto Raptors,Washington Wizards,134,98,-286,+210
N/A,Indiana Pacers,Cleveland Cavaliers,109,104,-116,-110
N/A,Philadelphia 76ers,Atlanta Hawks,120,106,-130,+100
N/A,Los Angeles Clippers,Denver Nuggets,90,103,+162,-217
N/A,Los Angeles Lakers,Phoenix Suns,100,123,-149,+114
N/A,Sacramento Kings,Utah Jazz,116,113,+122,-159
N/A,Chicago Bulls,Minnesota Timberwolves,105,114,-111,-116
N/A,Oklahoma City Thunder,Detroit Pistons,116,118,-175,+135
N/A,Charlotte Hornets,Boston Celtics,99,127,+198,-270
N/A,Golden State Warriors,Sacramento Kings,116,115,-256,+192
N/A,San Antonio Spurs,Houston Rockets,117,103,-200,+154
N/A,Miami Heat,Brooklyn Nets,104,107,+100,-127
N/A,New York Knicks,Washington Wizards,106,131,-294,+214
N/A,Los Angeles Clippers,Denver Nuggets,116,103,-294,+219
N/A,Chicago Bulls,Toronto Raptors,102,106,-164,+129
N/A,Oklahoma City Thunder,Milwaukee Bucks,124,101,-133,+104
N/A,Boston Celtics,New York Knicks,123,110,-400,+275
N/A,Orlando Magic,New Orleans Pelicans,92,104,-132,+102
N/A,Phoenix Suns,Portland Trail Blazers,117,106,-345,+248
N/A,San Antonio Spurs,Houston Rockets,89,99,+179,-238
N/A,Brooklyn Nets,Philadelphia 76ers,119,127,-127,-102
N/A,Indiana Pacers,Atlanta Hawks,116,112,-227,+173
N/A,Sacramento Kings,Golden State Warriors,115,121,-250,+187
N/A,Denver Nuggets,Chicago Bulls,116,102,-294,+214
N/A,Los Angeles Lakers,Milwaukee Bucks,97,108,+149,-192
N/A,Miami Heat,Memphis Grizzlies,132,124,-109,-120
N/A,Charlotte Hornets,Oklahoma City Thunder,117,115,-182,+140
N/A,Utah Jazz,Portland Trail Blazers,138,133,-213,+163
N/A,New York Knicks,Minnesota Timberwolves,112,121,-172,+137
N/A,Atlanta Hawks,New Orleans Pelicans,110,105,-116,-109
N/A,Los Angeles Lakers,Golden State Warriors,125,129,-145,+112
N/A,San Antonio Spurs,Miami Heat,120,104,-323,+234
N/A,Portland Trail Blazers,Phoenix Suns,111,122,+156,-204
